ProductKey,ProductItemCode,ProductName,Subcategory
285,FR-R38B-52,"LL Road Frame - Black, 52",Road Frames
286,FR-R38B-52,"LL Road Frame - Black, 52",Road Frames
287,FR-R38B-52,"LL Road Frame - Black, 52",Road Frames
288,FR-M94S-42,"HL Mountain Frame - Silver, 42",Mountain Frames
289,FR-M94S-42,"HL Mountain Frame - Silver, 42",Mountain Frames
290,FR-M94S-42,"HL Mountain Frame - Silver, 42",Mountain Frames
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",Mountain Frames
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",Mountain Frames
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",Mountain Frames
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",Mountain Frames
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",Mountain Frames
296,FR-M94B-42,"HL Mountain Frame - Black, 42",Mountain Frames
297,FR-M94B-42,"HL Mountain Frame - Black, 42",Mountain Frames
298,FR-M94B-42,"HL Mountain Frame - Black, 42",Mountain Frames
299,FR-M94B-44,"HL Mountain Frame - Black, 44",Mountain Frames
300,FR-M94B-48,"HL Mountain Frame - Black, 48",Mountain Frames
301,FR-M94B-46,"HL Mountain Frame - Black, 46",Mountain Frames
302,FR-M94B-46,"HL Mountain Frame - Black, 46",Mountain Frames
303,FR-M94B-46,"HL Mountain Frame - Black, 46",Mountain Frames
304,FR-M94B-38,"HL Mountain Frame - Black, 38",Mountain Frames
305,FR-M94B-38,"HL Mountain Frame - Black, 38",Mountain Frames
306,FR-M94B-38,"HL Mountain Frame - Black, 38",Mountain Frames
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",Mountain Frames
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",Mountain Frames
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",Mountain Frames
310,BK-R93R-62,"Road-150 Red, 62",Road Bikes
311,BK-R93R-44,"Road-150 Red, 44",Road Bikes
312,BK-R93R-48,"Road-150 Red, 48",Road Bikes
313,BK-R93R-52,"Road-150 Red, 52",Road Bikes
314,BK-R93R-56,"Road-150 Red, 56",Road Bikes
315,BK-R68R-58,"Road-450 Red, 58",Road Bikes
316,BK-R68R-60,"Road-450 Red, 60",Road Bikes
317,BK-R68R-44,"Road-450 Red, 44",Road Bikes
318,BK-R68R-48,"Road-450 Red, 48",Road Bikes
319,BK-R68R-52,"Road-450 Red, 52",Road Bikes
320,BK-R50R-58,"Road-650 Red, 58",Road Bikes
321,BK-R50R-58,"Road-650 Red, 58",Road Bikes
322,BK-R50R-60,"Road-650 Red, 60",Road Bikes
323,BK-R50R-60,"Road-650 Red, 60",Road Bikes
324,BK-R50R-62,"Road-650 Red, 62",Road Bikes
325,BK-R50R-62,"Road-650 Red, 62",Road Bikes
326,BK-R50R-44,"Road-650 Red, 44",Road Bikes
327,BK-R50R-44,"Road-650 Red, 44",Road Bikes
328,BK-R50R-48,"Road-650 Red, 48",Road Bikes
329,BK-R50R-48,"Road-650 Red, 48",Road Bikes
330,BK-R50R-52,"Road-650 Red, 52",Road Bikes
331,BK-R50R-52,"Road-650 Red, 52",Road Bikes
332,BK-R50B-58,"Road-650 Black, 58",Road Bikes
333,BK-R50B-58,"Road-650 Black, 58",Road Bikes
334,BK-R50B-60,"Road-650 Black, 60",Road Bikes
335,BK-R50B-60,"Road-650 Black, 60",Road Bikes
336,BK-R50B-62,"Road-650 Black, 62",Road Bikes
337,BK-R50B-62,"Road-650 Black, 62",Road Bikes
338,BK-R50B-44,"Road-650 Black, 44",Road Bikes
339,BK-R50B-44,"Road-650 Black, 44",Road Bikes
340,BK-R50B-48,"Road-650 Black, 48",Road Bikes
341,BK-R50B-48,"Road-650 Black, 48",Road Bikes
342,BK-R50B-52,"Road-650 Black, 52",Road Bikes
343,BK-R50B-52,"Road-650 Black, 52",Road Bikes
344,BK-M82S-38,"Mountain-100 Silver, 38",Mountain Bikes
345,BK-M82S-42,"Mountain-100 Silver, 42",Mountain Bikes
346,BK-M82S-44,"Mountain-100 Silver, 44",Mountain Bikes
347,BK-M82S-48,"Mountain-100 Silver, 48",Mountain Bikes
348,BK-M82B-38,"Mountain-100 Black, 38",Mountain Bikes
349,BK-M82B-42,"Mountain-100 Black, 42",Mountain Bikes
350,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes
351,BK-M82B-48,"Mountain-100 Black, 48",Mountain Bikes
352,BK-M68S-38,"Mountain-200 Silver, 38",Mountain Bikes
353,BK-M68S-38,"Mountain-200 Silver, 38",Mountain Bikes
354,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes
355,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes
356,BK-M68S-46,"Mountain-200 Silver, 46",Mountain Bikes
357,BK-M68S-46,"Mountain-200 Silver, 46",Mountain Bikes
358,BK-M68B-38,"Mountain-200 Black, 38",Mountain Bikes
359,BK-M68B-38,"Mountain-200 Black, 38",Mountain Bikes
360,BK-M68B-42,"Mountain-200 Black, 42",Mountain Bikes
361,BK-M68B-42,"Mountain-200 Black, 42",Mountain Bikes
362,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes
363,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes
364,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes
365,BK-M47B-40,"Mountain-300 Black, 40",Mountain Bikes
366,BK-M47B-44,"Mountain-300 Black, 44",Mountain Bikes
367,BK-M47B-48,"Mountain-300 Black, 48",Mountain Bikes
368,BK-R89R-44,"Road-250 Red, 44",Road Bikes
369,BK-R89R-48,"Road-250 Red, 48",Road Bikes
370,BK-R89R-52,"Road-250 Red, 52",Road Bikes
371,BK-R89R-58,"Road-250 Red, 58",Road Bikes
372,BK-R89R-58,"Road-250 Red, 58",Road Bikes
373,BK-R89B-44,"Road-250 Black, 44",Road Bikes
374,BK-R89B-44,"Road-250 Black, 44",Road Bikes
375,BK-R89B-48,"Road-250 Black, 48",Road Bikes
376,BK-R89B-48,"Road-250 Black, 48",Road Bikes
377,BK-R89B-52,"Road-250 Black, 52",Road Bikes
378,BK-R89B-52,"Road-250 Black, 52",Road Bikes
379,BK-R89B-58,"Road-250 Black, 58",Road Bikes
380,BK-R89B-58,"Road-250 Black, 58",Road Bikes
381,BK-R64Y-38,"Road-550-W Yellow, 38",Road Bikes
382,BK-R64Y-38,"Road-550-W Yellow, 38",Road Bikes
383,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes
384,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes
385,BK-R64Y-42,"Road-550-W Yellow, 42",Road Bikes
386,BK-R64Y-42,"Road-550-W Yellow, 42",Road Bikes
387,BK-R64Y-44,"Road-550-W Yellow, 44",Road Bikes
388,BK-R64Y-44,"Road-550-W Yellow, 44",Road Bikes
389,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes
390,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes
391,FK-1639,LL Fork,Forks
392,FK-5136,ML Fork,Forks
393,FK-9939,HL Fork,Forks
394,HS-0296,LL Headset,Headsets
395,HS-2451,ML Headset,Headsets
396,HS-3479,HL Headset,Headsets
397,HB-M243,LL Mountain Handlebars,Handlebars
398,HB-M243,LL Mountain Handlebars,Handlebars
399,HB-M763,ML Mountain Handlebars,Handlebars
400,HB-M763,ML Mountain Handlebars,Handlebars
401,HB-M918,HL Mountain Handlebars,Handlebars
402,HB-M918,HL Mountain Handlebars,Handlebars
403,HB-R504,LL Road Handlebars,Handlebars
404,HB-R504,LL Road Handlebars,Handlebars
405,HB-R720,ML Road Handlebars,Handlebars
406,HB-R720,ML Road Handlebars,Handlebars
407,HB-R956,HL Road Handlebars,Handlebars
408,HB-R956,HL Road Handlebars,Handlebars
409,FR-M63B-38,"ML Mountain Frame - Black, 38",Mountain Frames
410,FW-M423,LL Mountain Front Wheel,Wheels
411,FW-M762,ML Mountain Front Wheel,Wheels
412,FW-M928,HL Mountain Front Wheel,Wheels
413,FW-R623,LL Road Front Wheel,Wheels
414,FW-R762,ML Road Front Wheel,Wheels
415,FW-R820,HL Road Front Wheel,Wheels
416,FW-T905,Touring Front Wheel,Wheels
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Road Frames
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Road Frames
419,RW-M423,LL Mountain Rear Wheel,Wheels
420,RW-M762,ML Mountain Rear Wheel,Wheels
421,RW-M928,HL Mountain Rear Wheel,Wheels
422,RW-R623,LL Road Rear Wheel,Wheels
423,RW-R762,ML Road Rear Wheel,Wheels
424,RW-R820,HL Road Rear Wheel,Wheels
425,RW-T905,Touring Rear Wheel,Wheels
426,FR-M63B-40,"ML Mountain Frame - Black, 40",Mountain Frames
427,FR-M63B-44,"ML Mountain Frame - Black, 44",Mountain Frames
428,FR-M63B-48,"ML Mountain Frame - Black, 48",Mountain Frames
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Road Frames
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Road Frames
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Road Frames
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Road Frames
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Road Frames
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Road Frames
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Road Frames
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Road Frames
437,FR-R92B-62,"HL Road Frame - Black, 62",Road Frames
438,FR-R92B-62,"HL Road Frame - Black, 62",Road Frames
439,FR-R92B-44,"HL Road Frame - Black, 44",Road Frames
440,FR-R92B-44,"HL Road Frame - Black, 44",Road Frames
441,FR-R92B-48,"HL Road Frame - Black, 48",Road Frames
442,FR-R92B-48,"HL Road Frame - Black, 48",Road Frames
443,FR-R92B-52,"HL Road Frame - Black, 52",Road Frames
444,FR-R92B-52,"HL Road Frame - Black, 52",Road Frames
445,SH-M897-S,"Men's Sports Shorts, S",Shorts
446,PA-T100,"Touring-Panniers, Large",Panniers
447,LO-C100,Cable Lock,Locks
448,PU-0452,Minipump,Pumps
449,PU-M044,Mountain Pump,Pumps
450,LT-T990,Taillights - Battery-Powered,Lights
451,LT-H902,Headlights - Dual-Beam,Lights
452,LT-H903,Headlights - Weatherproof,Lights
453,SH-M897-M,"Men's Sports Shorts, M",Shorts
454,SH-M897-L,"Men's Sports Shorts, L",Shorts
455,SH-M897-X,"Men's Sports Shorts, XL",Shorts
456,TG-W091-S,"Women's Tights, S",Tights
457,TG-W091-M,"Women's Tights, M",Tights
458,TG-W091-L,"Women's Tights, L",Tights
459,SB-M891-S,"Men's Bib-Shorts, S",Bib-Shorts
460,SB-M891-M,"Men's Bib-Shorts, M",Bib-Shorts
461,SB-M891-L,"Men's Bib-Shorts, L",Bib-Shorts
462,GL-H102-S,"Half-Finger Gloves, S",Gloves
463,GL-H102-S,"Half-Finger Gloves, S",Gloves
464,GL-H102-M,"Half-Finger Gloves, M",Gloves
465,GL-H102-M,"Half-Finger Gloves, M",Gloves
466,GL-H102-L,"Half-Finger Gloves, L",Gloves
467,GL-H102-L,"Half-Finger Gloves, L",Gloves
468,GL-F110-S,"Full-Finger Gloves, S",Gloves
469,GL-F110-M,"Full-Finger Gloves, M",Gloves
470,GL-F110-L,"Full-Finger Gloves, L",Gloves
471,VE-C304-S,"Classic Vest, S",Vests
472,VE-C304-M,"Classic Vest, M",Vests
473,VE-C304-L,"Classic Vest, L",Vests
474,SH-W890-S,"Women's Mountain Shorts, S",Shorts
475,SH-W890-M,"Women's Mountain Shorts, M",Shorts
476,SH-W890-L,"Women's Mountain Shorts, L",Shorts
477,WB-H098,Water Bottle - 30 oz.,Bottles and Cages
478,BC-M005,Mountain Bottle Cage,Bottles and Cages
479,BC-R205,Road Bottle Cage,Bottles and Cages
480,PK-7098,Patch Kit/8 Patches,Tires and Tubes
481,SO-R809-M,"Racing Socks, M",Socks
482,SO-R809-L,"Racing Socks, L",Socks
483,RA-H123,Hitch Rack - 4-Bike,Bike Racks
484,CL-9009,Bike Wash - Dissolver,Cleaners
485,FE-6654,Fender Set - Mountain,Fenders
486,ST-1401,All-Purpose Bike Stand,Bike Stands
487,HY-1023-70,Hydration Pack - 70 oz.,Hydration Packs
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Jerseys
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Jerseys
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Jerseys
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Jerseys
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",Touring Frames
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Touring Frames
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Touring Frames
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Touring Frames
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",Touring Frames
497,FR-T98U-46,"HL Touring Frame - Blue, 46",Touring Frames
498,FR-T98U-50,"HL Touring Frame - Blue, 50",Touring Frames
499,FR-T98U-54,"HL Touring Frame - Blue, 54",Touring Frames
500,FR-T98U-60,"HL Touring Frame - Blue, 60",Touring Frames
501,RD-2308,Rear Derailleur,Derailleurs
502,FR-T67U-50,"LL Touring Frame - Blue, 50",Touring Frames
503,FR-T67U-54,"LL Touring Frame - Blue, 54",Touring Frames
504,FR-T67U-58,"LL Touring Frame - Blue, 58",Touring Frames
505,FR-T67U-62,"LL Touring Frame - Blue, 62",Touring Frames
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Touring Frames
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Touring Frames
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",Touring Frames
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Touring Frames
510,FR-T67U-44,"LL Touring Frame - Blue, 44",Touring Frames
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",Mountain Frames
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Mountain Frames
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Mountain Frames
514,RB-9231,Rear Brakes,Brakes
515,SE-M236,LL Mountain Seat/Saddle,Saddles
516,SE-M798,ML Mountain Seat/Saddle,Saddles
517,SE-M940,HL Mountain Seat/Saddle,Saddles
518,SE-R581,LL Road Seat/Saddle,Saddles
519,SE-R908,ML Road Seat/Saddle,Saddles
520,SE-R995,HL Road Seat/Saddle,Saddles
521,SE-T312,LL Touring Seat/Saddle,Saddles
522,SE-T762,ML Touring Seat/Saddle,Saddles
523,SE-T924,HL Touring Seat/Saddle,Saddles
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",Mountain Frames
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",Mountain Frames
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",Mountain Frames
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",Mountain Frames
528,TT-M928,Mountain Tire Tube,Tires and Tubes
529,TT-R982,Road Tire Tube,Tires and Tubes
530,TT-T092,Touring Tire Tube,Tires and Tubes
531,FR-M21B-42,"LL Mountain Frame - Black, 42",Mountain Frames
532,FR-M21B-44,"LL Mountain Frame - Black, 44",Mountain Frames
533,FR-M21B-48,"LL Mountain Frame - Black, 48",Mountain Frames
534,FR-M21B-52,"LL Mountain Frame - Black, 52",Mountain Frames
535,TI-M267,LL Mountain Tire,Tires and Tubes
536,TI-M602,ML Mountain Tire,Tires and Tubes
537,TI-M823,HL Mountain Tire,Tires and Tubes
538,TI-R092,LL Road Tire,Tires and Tubes
539,TI-R628,ML Road Tire,Tires and Tubes
540,TI-R982,HL Road Tire,Tires and Tubes
541,TI-T723,Touring Tire,Tires and Tubes
542,PD-M282,LL Mountain Pedal,Pedals
543,PD-M340,ML Mountain Pedal,Pedals
544,PD-M562,HL Mountain Pedal,Pedals
545,PD-R347,LL Road Pedal,Pedals
546,PD-R563,ML Road Pedal,Pedals
547,PD-R853,HL Road Pedal,Pedals
548,PD-T852,Touring Pedal,Pedals
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Mountain Frames
550,FR-M21B-40,"LL Mountain Frame - Black, 40",Mountain Frames
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",Mountain Frames
552,FD-2342,Front Derailleur,Derailleurs
553,HB-T721,LL Touring Handlebars,Handlebars
554,HB-T928,HL Touring Handlebars,Handlebars
555,FB-9873,Front Brakes,Brakes
556,CS-4759,LL Crankset,Cranksets
557,CS-6583,ML Crankset,Cranksets
558,CS-9183,HL Crankset,Cranksets
559,CH-0234,Chain,Chains
560,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes
561,BK-T79Y-46,"Touring-1000 Yellow, 46",Touring Bikes
562,BK-T79Y-50,"Touring-1000 Yellow, 50",Touring Bikes
563,BK-T79Y-54,"Touring-1000 Yellow, 54",Touring Bikes
564,BK-T79Y-60,"Touring-1000 Yellow, 60",Touring Bikes
565,BK-T18U-54,"Touring-3000 Blue, 54",Touring Bikes
566,BK-T18U-58,"Touring-3000 Blue, 58",Touring Bikes
567,BK-T18U-62,"Touring-3000 Blue, 62",Touring Bikes
568,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring Bikes
569,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring Bikes
570,BK-T18Y-54,"Touring-3000 Yellow, 54",Touring Bikes
571,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring Bikes
572,BK-T18Y-62,"Touring-3000 Yellow, 62",Touring Bikes
573,BK-T79U-46,"Touring-1000 Blue, 46",Touring Bikes
574,BK-T79U-50,"Touring-1000 Blue, 50",Touring Bikes
575,BK-T79U-54,"Touring-1000 Blue, 54",Touring Bikes
576,BK-T79U-60,"Touring-1000 Blue, 60",Touring Bikes
577,BK-T44U-46,"Touring-2000 Blue, 46",Touring Bikes
578,BK-T44U-50,"Touring-2000 Blue, 50",Touring Bikes
579,BK-T44U-54,"Touring-2000 Blue, 54",Touring Bikes
580,BK-R79Y-40,"Road-350-W Yellow, 40",Road Bikes
581,BK-R79Y-42,"Road-350-W Yellow, 42",Road Bikes
582,BK-R79Y-44,"Road-350-W Yellow, 44",Road Bikes
583,BK-R79Y-48,"Road-350-W Yellow, 48",Road Bikes
584,BK-R19B-58,"Road-750 Black, 58",Road Bikes
585,BK-T18U-44,"Touring-3000 Blue, 44",Touring Bikes
586,BK-T18U-50,"Touring-3000 Blue, 50",Touring Bikes
587,BK-M38S-38,"Mountain-400-W Silver, 38",Mountain Bikes
588,BK-M38S-40,"Mountain-400-W Silver, 40",Mountain Bikes
589,BK-M38S-42,"Mountain-400-W Silver, 42",Mountain Bikes
590,BK-M38S-46,"Mountain-400-W Silver, 46",Mountain Bikes
591,BK-M18S-40,"Mountain-500 Silver, 40",Mountain Bikes
592,BK-M18S-42,"Mountain-500 Silver, 42",Mountain Bikes
593,BK-M18S-44,"Mountain-500 Silver, 44",Mountain Bikes
594,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes
595,BK-M18S-52,"Mountain-500 Silver, 52",Mountain Bikes
596,BK-M18B-40,"Mountain-500 Black, 40",Mountain Bikes
597,BK-M18B-42,"Mountain-500 Black, 42",Mountain Bikes
598,BK-M18B-44,"Mountain-500 Black, 44",Mountain Bikes
599,BK-M18B-48,"Mountain-500 Black, 48",Mountain Bikes
600,BK-M18B-52,"Mountain-500 Black, 52",Mountain Bikes
601,BB-7421,LL Bottom Bracket,Bottom Brackets
602,BB-8107,ML Bottom Bracket,Bottom Brackets
603,BB-9108,HL Bottom Bracket,Bottom Brackets
604,BK-R19B-44,"Road-750 Black, 44",Road Bikes
605,BK-R19B-48,"Road-750 Black, 48",Road Bikes
606,BK-R19B-52,"Road-750 Black, 52",Road Bikes
