ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesAmount,SalesOrderNumber
338,20200203,20200215,20200210,14565,699.0982,SO43943
344,20200203,20200215,20200210,11054,3399.99,SO43944
310,20200203,20200215,20200210,16675,3578.27,SO43945
313,20200203,20200215,20200210,16687,3578.27,SO43946
310,20200203,20200215,20200210,16712,3578.27,SO43947
345,20200203,20200215,20200210,11047,3399.99,SO43948
310,20200204,20200216,20200211,27726,3578.27,SO43949
311,20200204,20200216,20200211,28014,3578.27,SO43950
311,20200204,20200216,20200211,16696,3578.27,SO43951
312,20200204,20200216,20200211,16639,3578.27,SO43952
342,20200205,20200217,20200212,20049,699.0982,SO43953
311,20200205,20200217,20200212,13602,3578.27,SO43954
314,20200205,20200217,20200212,13661,3578.27,SO43955
344,20200205,20200217,20200212,11030,3399.99,SO43956
313,20200206,20200218,20200213,28068,3578.27,SO43957
312,20200206,20200218,20200213,16658,3578.27,SO43958
348,20200206,20200218,20200213,11035,3374.99,SO43959
349,20200206,20200218,20200213,11046,3374.99,SO43960
311,20200207,20200219,20200214,28031,3578.27,SO43961
312,20200207,20200219,20200214,28076,3578.27,SO43962
314,20200207,20200219,20200214,16685,3578.27,SO43963
312,20200207,20200219,20200214,16745,3578.27,SO43964
351,20200207,20200219,20200214,11038,3374.99,SO43965
347,20200207,20200219,20200214,11039,3399.99,SO43966
313,20200208,20200220,20200215,28040,3578.27,SO43967
313,20200208,20200220,20200215,28067,3578.27,SO43968
310,20200208,20200220,20200215,28071,3578.27,SO43969
311,20200208,20200220,20200215,16684,3578.27,SO43970
314,20200208,20200220,20200215,16657,3578.27,SO43971
314,20200209,20200221,20200216,21939,3578.27,SO43972
312,20200209,20200221,20200216,28039,3578.27,SO43973
312,20200209,20200221,20200216,13687,3578.27,SO43974
312,20200209,20200221,20200216,13540,3578.27,SO43975
310,20200209,20200221,20200216,28063,3578.27,SO43976
312,20200209,20200221,20200216,16703,3578.27,SO43977
310,20200210,20200222,20200217,28030,3578.27,SO43978
322,20200210,20200222,20200217,14576,699.0982,SO43979
351,20200210,20200222,20200217,11048,3374.99,SO43980
314,20200210,20200222,20200217,16664,3578.27,SO43981
342,20200210,20200222,20200217,25271,699.0982,SO43982
314,20200211,20200223,20200218,28017,3578.27,SO43983
311,20200211,20200223,20200218,13545,3578.27,SO43984
313,20200211,20200223,20200218,13515,3578.27,SO43985
310,20200211,20200223,20200218,28070,3578.27,SO43986
310,20200212,20200224,20200219,28042,3578.27,SO43987
344,20200212,20200224,20200219,11244,3399.99,SO43988
312,20200212,20200224,20200219,28083,3578.27,SO43989
344,20200212,20200224,20200219,25872,3399.99,SO43990
310,20200212,20200224,20200219,16660,3578.27,SO43991
311,20200212,20200224,20200219,16638,3578.27,SO43992
314,20200214,20200226,20200221,16929,3578.27,SO43993
314,20200215,20200227,20200222,27681,3578.27,SO43994
312,20200215,20200227,20200222,21813,3578.27,SO43995
310,20200215,20200227,20200222,27920,3578.27,SO43996
310,20200215,20200227,20200222,28022,3578.27,SO43997
348,20200215,20200227,20200222,11033,3374.99,SO43998
311,20200215,20200227,20200222,28047,3578.27,SO43999
311,20200216,20200228,20200223,27918,3578.27,SO44000
313,20200216,20200228,20200223,28044,3578.27,SO44001
336,20200216,20200228,20200223,14572,699.0982,SO44002
342,20200216,20200228,20200223,19325,699.0982,SO44003
310,20200216,20200228,20200223,28061,3578.27,SO44004
334,20200216,20200228,20200223,26629,699.0982,SO44005
310,20200216,20200228,20200223,16744,3578.27,SO44006
320,20200216,20200228,20200223,25555,699.0982,SO44007
312,20200217,20200301,20200224,27678,3578.27,SO44008
314,20200217,20200301,20200224,27759,3578.27,SO44009
310,20200217,20200301,20200224,13680,3578.27,SO44010
310,20200217,20200301,20200224,13514,3578.27,SO44011
349,20200217,20200301,20200224,11052,3374.99,SO44012
312,20200217,20200301,20200224,16928,3578.27,SO44013
313,20200218,20200302,20200225,27917,3578.27,SO44014
311,20200218,20200302,20200225,13693,3578.27,SO44015
350,20200218,20200302,20200225,11247,3374.99,SO44016
310,20200218,20200302,20200225,28078,3578.27,SO44017
350,20200218,20200302,20200225,25876,3374.99,SO44018
310,20200218,20200302,20200225,16701,3578.27,SO44019
311,20200218,20200302,20200225,16931,3578.27,SO44020
348,20200218,20200302,20200225,11032,3374.99,SO44021
313,20200219,20200303,20200226,22008,3578.27,SO44022
349,20200219,20200303,20200226,19830,3374.99,SO44023
314,20200219,20200303,20200226,16663,3578.27,SO44024
314,20200219,20200303,20200226,16708,3578.27,SO44025
310,20200219,20200303,20200226,17045,3578.27,SO44026
310,20200220,20200304,20200227,21921,3578.27,SO44027
312,20200220,20200304,20200227,17048,3578.27,SO44028
350,20200220,20200304,20200227,11050,3374.99,SO44029
311,20200221,20200305,20200228,12131,3578.27,SO44030
313,20200221,20200305,20200228,13689,3578.27,SO44031
344,20200221,20200305,20200228,11243,3399.99,SO44032
314,20200221,20200305,20200228,16693,3578.27,SO44033
313,20200221,20200305,20200228,16702,3578.27,SO44034
312,20200221,20200305,20200228,16707,3578.27,SO44035
310,20200221,20200305,20200228,17046,3578.27,SO44036
328,20200221,20200305,20200228,25272,699.0982,SO44037
344,20200221,20200305,20200228,25868,3399.99,SO44038
342,20200222,20200306,20200301,17971,699.0982,SO44039
351,20200222,20200306,20200301,11057,3374.99,SO44040
313,20200222,20200306,20200301,16742,3578.27,SO44041
313,20200223,20200307,20200302,13678,3578.27,SO44042
311,20200223,20200307,20200302,13679,3578.27,SO44043
314,20200223,20200307,20200302,13690,3578.27,SO44044
344,20200223,20200307,20200302,28394,3399.99,SO44045
313,20200223,20200307,20200302,28064,3578.27,SO44046
344,20200223,20200307,20200302,25878,3399.99,SO44047
314,20200223,20200307,20200302,16713,3578.27,SO44048
314,20200224,20200308,20200303,13538,3578.27,SO44049
310,20200224,20200308,20200303,17050,3578.27,SO44050
310,20200225,20200309,20200304,13691,3578.27,SO44051
314,20200225,20200309,20200304,16637,3578.27,SO44052
338,20200226,20200310,20200305,19329,699.0982,SO44053
314,20200226,20200310,20200305,13542,3578.27,SO44054
310,20200226,20200310,20200305,13543,3578.27,SO44055
314,20200226,20200310,20200305,13559,3578.27,SO44056
338,20200226,20200310,20200305,14577,699.0982,SO44057
350,20200226,20200310,20200305,11056,3374.99,SO44058
313,20200226,20200310,20200305,16688,3578.27,SO44059
342,20200226,20200310,20200305,25273,699.0982,SO44060
310,20200227,20200311,20200306,27919,3578.27,SO44061
310,20200227,20200311,20200306,28041,3578.27,SO44062
344,20200227,20200311,20200306,11240,3399.99,SO44063
310,20200227,20200311,20200306,22050,3578.27,SO44064
310,20200227,20200311,20200306,28062,3578.27,SO44065
344,20200227,20200311,20200306,25867,3399.99,SO44066
310,20200227,20200311,20200306,17049,3578.27,SO44067
313,20200228,20200312,20200307,13541,3578.27,SO44068
349,20200228,20200312,20200307,28395,3374.99,SO44069
349,20200228,20200312,20200307,19829,3374.99,SO44070
313,20200228,20200312,20200307,16691,3578.27,SO44071
311,20200228,20200312,20200307,16656,3578.27,SO44072
351,20200228,20200312,20200307,11044,3374.99,SO44073
310,20200301,20200313,20200308,13821,3578.27,SO44134
310,20200301,20200313,20200308,28156,3578.27,SO44135
311,20200301,20200313,20200308,22114,3578.27,SO44136
314,20200301,20200313,20200308,17328,3578.27,SO44137
310,20200302,20200314,20200309,13765,3578.27,SO44138
311,20200302,20200314,20200309,13792,3578.27,SO44139
311,20200302,20200314,20200309,12221,3578.27,SO44140
313,20200302,20200314,20200309,13572,3578.27,SO44141
313,20200302,20200314,20200309,22058,3578.27,SO44142
313,20200302,20200314,20200309,28145,3578.27,SO44143
312,20200302,20200314,20200309,17071,3578.27,SO44144
310,20200302,20200314,20200309,17309,3578.27,SO44145
313,20200302,20200314,20200309,17310,3578.27,SO44146
310,20200302,20200314,20200309,17320,3578.27,SO44147
310,20200303,20200315,20200310,28172,3578.27,SO44148
312,20200303,20200315,20200310,17242,3578.27,SO44149
312,20200303,20200315,20200310,17315,3578.27,SO44150
328,20200303,20200315,20200310,25558,699.0982,SO44151
346,20200304,20200316,20200311,11334,3399.99,SO44152
312,20200304,20200316,20200311,28168,3578.27,SO44153
311,20200304,20200316,20200311,28181,3578.27,SO44154
313,20200304,20200316,20200311,28131,3578.27,SO44155
346,20200304,20200316,20200311,25887,3399.99,SO44156
314,20200304,20200316,20200311,17055,3578.27,SO44157
311,20200305,20200317,20200312,13567,3578.27,SO44158
311,20200305,20200317,20200312,28182,3578.27,SO44159
312,20200305,20200317,20200312,28186,3578.27,SO44160
314,20200306,20200318,20200313,13772,3578.27,SO44161
311,20200306,20200318,20200313,28185,3578.27,SO44162
314,20200306,20200318,20200313,28193,3578.27,SO44163
310,20200306,20200318,20200313,28088,3578.27,SO44164
313,20200306,20200318,20200313,17065,3578.27,SO44165
338,20200306,20200318,20200313,14581,699.0982,SO44166
314,20200306,20200318,20200313,17308,3578.27,SO44167
313,20200307,20200319,20200314,12211,3578.27,SO44168
311,20200307,20200319,20200314,28179,3578.27,SO44169
314,20200307,20200319,20200314,28183,3578.27,SO44170
313,20200307,20200319,20200314,28112,3578.27,SO44171
338,20200307,20200319,20200314,14584,699.0982,SO44172
312,20200308,20200320,20200315,13784,3578.27,SO44173
311,20200308,20200320,20200315,17229,3578.27,SO44174
313,20200308,20200320,20200315,17246,3578.27,SO44175
314,20200309,20200321,20200316,12220,3578.27,SO44176
350,20200309,20200321,20200316,11337,3374.99,SO44177
312,20200309,20200321,20200316,28097,3578.27,SO44178
350,20200309,20200321,20200316,25888,3374.99,SO44179
347,20200309,20200321,20200316,11058,3399.99,SO44180
312,20200309,20200321,20200316,17294,3578.27,SO44181
310,20200309,20200321,20200316,17299,3578.27,SO44182
310,20200310,20200322,20200317,28158,3578.27,SO44183
314,20200310,20200322,20200317,17247,3578.27,SO44184
310,20200310,20200322,20200317,17280,3578.27,SO44185
347,20200312,20200324,20200319,25889,3399.99,SO44186
313,20200312,20200324,20200319,17069,3578.27,SO44187
334,20200313,20200325,20200320,20052,699.0982,SO44188
322,20200313,20200325,20200320,20054,699.0982,SO44189
348,20200313,20200325,20200320,11061,3374.99,SO44190
310,20200313,20200325,20200320,17248,3578.27,SO44191
312,20200314,20200326,20200321,13570,3578.27,SO44192
312,20200314,20200326,20200321,28164,3578.27,SO44193
310,20200314,20200326,20200321,17064,3578.27,SO44194
313,20200314,20200326,20200321,17249,3578.27,SO44195
314,20200314,20200326,20200321,17295,3578.27,SO44196
312,20200315,20200327,20200322,28096,3578.27,SO44197
310,20200315,20200327,20200322,28150,3578.27,SO44198
313,20200315,20200327,20200322,17259,3578.27,SO44199
311,20200315,20200327,20200322,17312,3578.27,SO44200
313,20200316,20200328,20200323,12254,3578.27,SO44201
311,20200316,20200328,20200323,28159,3578.27,SO44202
312,20200316,20200328,20200323,28149,3578.27,SO44203
336,20200316,20200328,20200323,14580,699.0982,SO44204
312,20200316,20200328,20200323,17285,3578.27,SO44205
347,20200317,20200329,20200324,11250,3399.99,SO44206
313,20200317,20200329,20200324,28162,3578.27,SO44207
347,20200317,20200329,20200324,25879,3399.99,SO44208
311,20200317,20200329,20200324,17257,3578.27,SO44209
310,20200318,20200330,20200325,13783,3578.27,SO44210
313,20200318,20200330,20200325,28154,3578.27,SO44211
312,20200318,20200330,20200325,28170,3578.27,SO44212
310,20200318,20200330,20200325,17351,3578.27,SO44213
311,20200318,20200330,20200325,17332,3578.27,SO44214
312,20200319,20200331,20200326,28180,3578.27,SO44215
314,20200319,20200331,20200326,13560,3578.27,SO44216
310,20200319,20200331,20200326,28148,3578.27,SO44217
311,20200319,20200331,20200326,22109,3578.27,SO44218
338,20200319,20200331,20200326,14590,699.0982,SO44219
345,20200319,20200331,20200326,11060,3399.99,SO44220
314,20200319,20200331,20200326,17255,3578.27,SO44221
311,20200319,20200331,20200326,17258,3578.27,SO44222
310,20200320,20200401,20200327,13847,3578.27,SO44223
314,20200320,20200401,20200327,28166,3578.27,SO44224
322,20200321,20200402,20200328,20060,699.0982,SO44225
313,20200321,20200402,20200328,12255,3578.27,SO44226
349,20200321,20200402,20200328,28401,3374.99,SO44227
344,20200321,20200402,20200328,11333,3399.99,SO44228
344,20200321,20200402,20200328,25886,3399.99,SO44229
312,20200321,20200402,20200328,17241,3578.27,SO44230
334,20200321,20200402,20200328,17973,699.0982,SO44231
312,20200321,20200402,20200328,17334,3578.27,SO44232
310,20200322,20200403,20200329,13841,3578.27,SO44233
312,20200322,20200403,20200329,28184,3578.27,SO44234
313,20200322,20200403,20200329,22117,3578.27,SO44235
312,20200322,20200403,20200329,28191,3578.27,SO44236
310,20200322,20200403,20200329,17056,3578.27,SO44237
311,20200322,20200403,20200329,17079,3578.27,SO44238
311,20200323,20200404,20200330,12217,3578.27,SO44239
311,20200323,20200404,20200330,13580,3578.27,SO44240
313,20200323,20200404,20200330,28155,3578.27,SO44241
313,20200323,20200404,20200330,28163,3578.27,SO44242
312,20200323,20200404,20200330,17278,3578.27,SO44243
312,20200323,20200404,20200330,17329,3578.27,SO44244
330,20200323,20200404,20200330,25556,699.0982,SO44245
312,20200324,20200405,20200331,12219,3578.27,SO44246
310,20200324,20200405,20200331,17233,3578.27,SO44247
313,20200324,20200405,20200331,17240,3578.27,SO44248
313,20200325,20200406,20200401,13845,3578.27,SO44249
312,20200325,20200406,20200401,28167,3578.27,SO44250
311,20200325,20200406,20200401,28190,3578.27,SO44251
312,20200326,20200407,20200402,13777,3578.27,SO44252
310,20200326,20200407,20200402,28099,3578.27,SO44253
314,20200326,20200407,20200402,28142,3578.27,SO44254
340,20200326,20200407,20200402,14585,699.0982,SO44255
312,20200326,20200407,20200402,17232,3578.27,SO44256
313,20200327,20200408,20200403,12212,3578.27,SO44257
310,20200327,20200408,20200403,13579,3578.27,SO44258
312,20200327,20200408,20200403,28171,3578.27,SO44259
312,20200327,20200408,20200403,28194,3578.27,SO44260
312,20200327,20200408,20200403,22112,3578.27,SO44261
322,20200327,20200408,20200403,20149,699.0982,SO44262
310,20200327,20200408,20200403,17279,3578.27,SO44263
313,20200327,20200408,20200403,17286,3578.27,SO44264
320,20200327,20200408,20200403,25557,699.0982,SO44265
336,20200327,20200408,20200403,25559,699.0982,SO44266
336,20200328,20200409,20200404,19339,699.0982,SO44267
312,20200328,20200409,20200404,13820,3578.27,SO44268
326,20200329,20200410,20200405,14589,699.0982,SO44269
314,20200330,20200411,20200406,13794,3578.27,SO44270
314,20200330,20200411,20200406,13846,3578.27,SO44271
311,20200330,20200411,20200406,12256,3578.27,SO44272
311,20200330,20200411,20200406,28147,3578.27,SO44273
314,20200330,20200411,20200406,28152,3578.27,SO44274
311,20200330,20200411,20200406,17256,3578.27,SO44275
313,20200330,20200411,20200406,17277,3578.27,SO44276
311,20200330,20200411,20200406,17288,3578.27,SO44277
310,20200330,20200411,20200406,17293,3578.27,SO44278
313,20200330,20200411,20200406,17326,3578.27,SO44279
314,20200331,20200412,20200407,14429,3578.27,SO44320
311,20200331,20200412,20200407,28222,3578.27,SO44321
328,20200331,20200412,20200407,17975,699.0982,SO44322
344,20200331,20200412,20200407,11072,3399.99,SO44323
311,20200401,20200413,20200408,12267,3578.27,SO44324
351,20200401,20200413,20200408,11095,3374.99,SO44325
312,20200401,20200413,20200408,17728,3578.27,SO44326
314,20200402,20200414,20200409,28598,3578.27,SO44327
310,20200402,20200414,20200409,17921,3578.27,SO44328
311,20200402,20200414,20200409,17904,3578.27,SO44329
312,20200402,20200414,20200409,28199,3578.27,SO44330
311,20200403,20200415,20200410,28257,3578.27,SO44331
310,20200403,20200415,20200410,17510,3578.27,SO44332
345,20200404,20200416,20200411,11343,3399.99,SO44333
311,20200404,20200416,20200411,28273,3578.27,SO44334
324,20200404,20200416,20200411,20165,699.0982,SO44335
345,20200404,20200416,20200411,25895,3399.99,SO44336
351,20200404,20200416,20200411,11097,3374.99,SO44337
314,20200404,20200416,20200411,18188,3578.27,SO44338
311,20200404,20200416,20200411,18189,3578.27,SO44339
314,20200404,20200416,20200411,17354,3578.27,SO44340
348,20200405,20200417,20200412,25905,3374.99,SO44341
320,20200405,20200417,20200412,14610,699.0982,SO44342
314,20200405,20200417,20200412,17920,3578.27,SO44343
310,20200406,20200418,20200413,14427,3578.27,SO44344
313,20200406,20200418,20200413,28200,3578.27,SO44345
336,20200406,20200418,20200413,14602,699.0982,SO44346
312,20200406,20200418,20200413,17911,3578.27,SO44347
313,20200407,20200419,20200414,14159,3578.27,SO44348
311,20200407,20200419,20200414,28243,3578.27,SO44349
312,20200407,20200419,20200414,28244,3578.27,SO44350
314,20200407,20200419,20200414,28271,3578.27,SO44351
311,20200407,20200419,20200414,28297,3578.27,SO44352
326,20200407,20200419,20200414,14591,699.0982,SO44353
336,20200407,20200419,20200414,14603,699.0982,SO44354
347,20200407,20200419,20200414,11093,3399.99,SO44355
345,20200407,20200419,20200414,11099,3399.99,SO44356
310,20200407,20200419,20200414,17511,3578.27,SO44357
310,20200407,20200419,20200414,17732,3578.27,SO44358
311,20200408,20200420,20200415,14525,3578.27,SO44359
311,20200408,20200420,20200415,14158,3578.27,SO44360
310,20200408,20200420,20200415,13686,3578.27,SO44361
310,20200408,20200420,20200415,28259,3578.27,SO44362
312,20200408,20200420,20200415,28285,3578.27,SO44363
348,20200408,20200420,20200415,11092,3374.99,SO44364
313,20200408,20200420,20200415,17912,3578.27,SO44365
313,20200408,20200420,20200415,17502,3578.27,SO44366
328,20200408,20200420,20200415,25562,699.0982,SO44367
314,20200409,20200421,20200416,14150,3578.27,SO44368
310,20200409,20200421,20200416,28250,3578.27,SO44369
313,20200409,20200421,20200416,18193,3578.27,SO44370
311,20200409,20200421,20200416,17514,3578.27,SO44371
310,20200409,20200421,20200416,17736,3578.27,SO44372
310,20200410,20200422,20200417,13767,3578.27,SO44373
310,20200410,20200422,20200417,14157,3578.27,SO44374
310,20200410,20200422,20200417,14183,3578.27,SO44375
349,20200410,20200422,20200417,29399,3374.99,SO44376
310,20200410,20200422,20200417,28234,3578.27,SO44377
349,20200410,20200422,20200417,25903,3374.99,SO44378
351,20200410,20200422,20200417,11080,3374.99,SO44379
310,20200410,20200422,20200417,17915,3578.27,SO44380
313,20200411,20200423,20200418,14191,3578.27,SO44381
347,20200411,20200423,20200418,11341,3399.99,SO44382
310,20200411,20200423,20200418,28268,3578.27,SO44383
311,20200411,20200423,20200418,28296,3578.27,SO44384
314,20200411,20200423,20200418,28298,3578.27,SO44385
